"id","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","filhos"
"6171",6171,1.36,49.55,26.79,"F","Mestrado","Humanas","Não",0,2606.95,2
"6172",6172,1.6,58.92,23.02,"F","2ºGrau","Humanas","sim",1,2643.85,2
"6173",6173,1.55,56.8,23.64,"F","1ºGrau","Biologicas","sim",1,3166.9,2
"6174",6174,1.68,62.09,22,"M","Analfabeto","Biologicas","sim",1,2158.16,0
"6175",6175,1.38,50.22,26.37,"F","PósDoc","Biologicas","sim",1,2801.08,2
"6176",6176,1.4,50.88,25.96,"F","PósDoc","Exatas","sim",1,2965.11,2
"6177",6177,1.56,57.52,23.64,"M","Mestrado","Humanas","sim",1,3465.58,1
"6178",6178,1.38,50.31,26.42,"F","Analfabeto","Exatas","Não",0,3190.98,1
"6179",6179,1.48,54.25,24.77,"M","PósDoc","Biologicas","sim",1,3084.74,1
"6180",6180,1.48,54.31,24.79,"M","Doutorado","Biologicas","Não",0,3545.61,1
"6181",6181,1.59,58.52,23.15,"F","1ºGrau","Biologicas","Não",0,2799.02,2
"6182",6182,1.42,51.68,25.63,"M","Analfabeto","Humanas","Não",0,2882.85,2
"6183",6183,1.52,55.88,24.19,"F","PósDoc","Exatas","Não",0,3835.62,2
"6184",6184,1.58,58.23,23.33,"M","Analfabeto","Exatas","sim",1,2574.9,2
"6185",6185,1.53,56.39,24.09,"F","1ºGrau","Biologicas","Não",0,2480.35,2
"6186",6186,1.65,60.88,22.36,"M","2ºGrau","Biologicas","Não",0,2560.95,1
"6187",6187,1.5,55.08,24.48,"F","Analfabeto","Exatas","Não",0,3575.58,1
"6188",6188,1.47,53.86,24.92,"F","Mestrado","Exatas","Não",0,2274.31,0
"6189",6189,1.52,55.77,24.14,"M","Analfabeto","Humanas","Não",0,2849.72,0
"6190",6190,1.4,51.12,26.08,"M","1ºGrau","Exatas","Não",0,2654.16,1
"6191",6191,1.54,56.8,23.95,"F","2ºGrau","Biologicas","Não",0,3363.06,0
"6192",6192,1.66,61.52,22.33,"M","3ºgrau","Exatas","sim",1,3305.04,2
"6193",6193,1.66,61.21,22.21,"F","1ºGrau","Biologicas","sim",1,3006.29,2
"6194",6194,1.39,50.63,26.2,"M","1ºGrau","Humanas","Não",0,3670.96,0
"6195",6195,1.42,51.74,25.66,"F","PósDoc","Exatas","sim",1,2945.82,2
"6196",6196,1.46,53.53,25.11,"M","Doutorado","Humanas","sim",1,2725.01,0
"6197",6197,1.51,55.5,24.34,"M","3ºgrau","Biologicas","Não",0,2527.23,2
"6198",6198,1.53,56.18,24,"F","1ºGrau","Humanas","Não",0,3207.85,1
"6199",6199,1.32,47.93,27.51,"M","1ºGrau","Biologicas","sim",1,2775.36,2
"6200",6200,1.47,53.75,24.87,"M","1ºGrau","Humanas","Não",0,2666.83,2
"6201",6201,1.58,58.19,23.31,"M","Doutorado","Humanas","sim",1,3108.03,0
"6202",6202,1.6,58.96,23.03,"M","Analfabeto","Humanas","Não",0,2741.12,1
"6203",6203,1.66,61.55,22.34,"F","PósDoc","Humanas","sim",1,3165.9,2
"6204",6204,1.54,56.8,23.95,"M","2ºGrau","Biologicas","Não",0,2506.71,0
"6205",6205,1.42,51.86,25.72,"F","Doutorado","Biologicas","sim",1,3071.21,0
"6206",6206,1.51,55.41,24.3,"M","2ºGrau","Humanas","Não",0,3445.98,0
"6207",6207,1.52,55.82,24.16,"F","PósDoc","Exatas","Não",0,2410.14,0
"6208",6208,1.55,57.19,23.8,"M","Analfabeto","Humanas","Não",0,3643.12,1
"6209",6209,1.59,58.72,23.23,"F","2ºGrau","Biologicas","Não",0,3137.53,2
"6210",6210,1.56,57.51,23.63,"M","PósDoc","Exatas","Não",0,2857.71,0
"6211",6211,1.32,47.69,27.37,"M","Analfabeto","Biologicas","Não",0,2222.71,2
"6212",6212,1.6,59.12,23.09,"M","1ºGrau","Exatas","Não",0,3164.58,0
"6213",6213,1.62,59.93,22.84,"M","Doutorado","Biologicas","sim",1,3275,0
"6214",6214,1.62,59.79,22.78,"F","3ºgrau","Humanas","sim",1,2260.86,2
"6215",6215,1.39,50.69,26.24,"F","3ºgrau","Exatas","sim",1,2583.49,2
"6216",6216,1.45,52.84,25.13,"F","1ºGrau","Humanas","sim",1,2895.25,0
"6217",6217,1.5,55.15,24.51,"F","3ºgrau","Biologicas","sim",1,2648.48,0
"6218",6218,1.39,50.43,26.1,"F","2ºGrau","Exatas","Não",0,2970.11,1
"6219",6219,1.36,49.23,26.62,"F","2ºGrau","Humanas","sim",1,2939.2,0
"6220",6220,1.66,61.26,22.23,"F","PósDoc","Humanas","sim",1,2798.61,2
"6221",6221,1.44,52.55,25.34,"F","3ºgrau","Humanas","Não",0,2985.01,0
"6222",6222,1.56,57.28,23.54,"F","Mestrado","Humanas","sim",1,2579.21,2
"6223",6223,1.57,57.68,23.4,"F","PósDoc","Exatas","sim",1,2363.74,2
"6224",6224,1.48,54.23,24.76,"M","3ºgrau","Exatas","Não",0,3495.86,1
"6225",6225,1.5,54.9,24.4,"F","1ºGrau","Exatas","Não",0,1796.28,1
"6226",6226,1.26,45.48,28.65,"F","Mestrado","Exatas","sim",1,3203.88,2
"6227",6227,1.53,56.25,24.03,"M","Mestrado","Humanas","Não",0,3336.19,0
"6228",6228,1.63,60.01,22.59,"M","PósDoc","Humanas","sim",1,2884.29,2
"6229",6229,1.48,54.25,24.77,"F","PósDoc","Exatas","Não",0,2397.54,1
"6230",6230,1.52,55.94,24.21,"F","Mestrado","Humanas","Não",0,2456.3,0
"6231",6231,1.41,51.28,25.79,"F","Analfabeto","Humanas","Não",0,2969.94,0
"6232",6232,1.61,59.39,22.91,"F","Mestrado","Humanas","Não",0,3629.26,0
"6233",6233,1.56,57.49,23.62,"F","Mestrado","Humanas","sim",1,2427.73,2
"6234",6234,1.41,51.38,25.84,"M","2ºGrau","Biologicas","sim",1,3624.77,0
"6235",6235,1.52,55.63,24.08,"F","1ºGrau","Biologicas","sim",1,2845.33,2
"6236",6236,1.45,53.14,25.27,"M","Mestrado","Exatas","sim",1,3144.39,0
"6237",6237,1.61,59.31,22.88,"F","Mestrado","Biologicas","Não",0,3210.23,1
"6238",6238,1.41,51.5,25.9,"F","1ºGrau","Biologicas","sim",1,2992.29,0
"6239",6239,1.5,54.87,24.39,"F","1ºGrau","Exatas","Não",0,2618,2
"6240",6240,1.56,57.46,23.61,"M","Analfabeto","Humanas","Não",0,3146.01,2
"6241",6241,1.57,57.63,23.38,"F","3ºgrau","Biologicas","sim",1,3289.83,1
"6242",6242,1.44,52.44,25.29,"M","3ºgrau","Biologicas","Não",0,3061.79,1
"6243",6243,1.66,61.25,22.23,"M","3ºgrau","Biologicas","Não",0,2922.98,2
"6244",6244,1.63,60.25,22.68,"M","3ºgrau","Exatas","Não",0,3247.97,2
"6245",6245,1.67,62,22.23,"F","Mestrado","Humanas","Não",0,2426.14,1
"6246",6246,1.36,49.45,26.74,"F","PósDoc","Humanas","Não",0,3387.53,0
"6247",6247,1.48,54.11,24.7,"F","Analfabeto","Biologicas","sim",1,2696.85,2
"6248",6248,1.47,53.66,24.83,"F","Analfabeto","Exatas","Não",0,3359.07,0
"6249",6249,1.39,50.63,26.2,"M","2ºGrau","Exatas","sim",1,3050.61,1
"6250",6250,1.33,48.28,27.29,"M","Mestrado","Biologicas","Não",0,3543.84,0
"6251",6251,1.48,54.02,24.66,"F","Mestrado","Biologicas","Não",0,3317.01,0
"6252",6252,1.4,51.09,26.07,"F","Analfabeto","Humanas","Não",0,3807.84,0
"6253",6253,1.4,50.85,25.94,"M","1ºGrau","Biologicas","Não",0,2356.24,2
"6254",6254,1.51,55.22,24.22,"M","3ºgrau","Exatas","Não",0,2717.74,0
"6255",6255,1.41,51.39,25.85,"M","1ºGrau","Humanas","sim",1,3483.32,0
"6256",6256,1.34,48.77,27.16,"M","Mestrado","Exatas","sim",1,3249.87,0
"6257",6257,1.49,54.75,24.66,"M","Analfabeto","Humanas","sim",1,3050.34,2
"6258",6258,1.46,53.34,25.02,"M","3ºgrau","Humanas","Não",0,3284.21,1
"6259",6259,1.62,59.73,22.76,"F","Doutorado","Exatas","sim",1,3603.33,1
"6260",6260,1.42,51.79,25.68,"F","Mestrado","Biologicas","Não",0,3067.21,2
"6261",6261,1.45,53.01,25.21,"M","Mestrado","Biologicas","Não",0,2515.53,0
"6262",6262,1.58,58.31,23.36,"F","3ºgrau","Biologicas","Não",0,3052.49,1
"6263",6263,1.36,49.43,26.72,"M","PósDoc","Exatas","Não",0,3385.85,2
"6264",6264,1.61,59.48,22.95,"F","Mestrado","Biologicas","Não",0,2867.11,2
"6265",6265,1.56,57.21,23.51,"M","Doutorado","Exatas","Não",0,2722.63,2
"6266",6266,1.49,54.51,24.55,"M","Analfabeto","Humanas","Não",0,2891.82,0
"6267",6267,1.61,59.44,22.93,"M","Analfabeto","Exatas","Não",0,3947.62,0
"6268",6268,1.6,58.85,22.99,"M","Analfabeto","Humanas","Não",0,3203.53,2
"6269",6269,1.51,55.33,24.27,"F","2ºGrau","Humanas","Não",0,3442.41,0
"6270",6270,1.55,56.9,23.68,"M","3ºgrau","Exatas","sim",1,2737.31,0
"6271",6271,1.48,54.27,24.78,"F","Mestrado","Exatas","Não",0,2823.5,1
"6272",6272,1.39,50.49,26.13,"F","Analfabeto","Biologicas","Não",0,2673.54,0
"6273",6273,1.39,50.6,26.19,"F","Doutorado","Humanas","Não",0,3762.9,1
"6274",6274,1.58,58.12,23.28,"F","Doutorado","Humanas","Não",0,3200.51,1
"6275",6275,1.61,59.35,22.9,"M","1ºGrau","Biologicas","sim",1,3178.71,1
"6276",6276,1.59,58.43,23.11,"M","Doutorado","Biologicas","sim",1,2727.56,0
"6277",6277,1.39,50.61,26.19,"M","Analfabeto","Humanas","Não",0,3528.23,0
"6278",6278,1.49,54.67,24.63,"F","2ºGrau","Biologicas","sim",1,3322.32,0
"6279",6279,1.45,53.1,25.26,"M","Analfabeto","Biologicas","Não",0,3644.3,2
"6280",6280,1.53,56.04,23.94,"M","3ºgrau","Biologicas","sim",1,2749.75,2
"6281",6281,1.39,50.76,26.27,"F","PósDoc","Exatas","sim",1,2971.36,2
"6282",6282,1.6,58.82,22.98,"F","Mestrado","Biologicas","sim",1,3132.02,1
"6283",6283,1.63,60.33,22.71,"M","PósDoc","Biologicas","sim",1,2425.68,2
"6284",6284,1.54,56.73,23.92,"M","Analfabeto","Biologicas","sim",1,2509.77,0
"6285",6285,1.39,50.71,26.25,"F","Doutorado","Biologicas","sim",1,3528.14,0
"6286",6286,1.58,58.02,23.24,"F","2ºGrau","Biologicas","sim",1,3091.9,0
"6287",6287,1.46,53.34,25.02,"M","3ºgrau","Humanas","Não",0,3416.9,0
"6288",6288,1.64,60.52,22.5,"M","1ºGrau","Exatas","Não",0,2315.25,1
"6289",6289,1.48,54.37,24.82,"M","Analfabeto","Exatas","Não",0,2380.44,0
"6290",6290,1.34,48.42,26.97,"F","2ºGrau","Exatas","Não",0,3201.73,1
"6291",6291,1.54,56.68,23.9,"M","2ºGrau","Humanas","Não",0,3319.04,2
"6292",6292,1.55,56.99,23.72,"F","1ºGrau","Humanas","sim",1,3219.38,1
"6293",6293,1.53,56.3,24.05,"F","Analfabeto","Exatas","sim",1,2861.47,1
"6294",6294,1.38,50.28,26.4,"M","Analfabeto","Humanas","sim",1,2762.39,1
"6295",6295,1.24,44.42,28.89,"M","Doutorado","Exatas","Não",0,2999.83,0
"6296",6296,1.42,51.8,25.69,"M","PósDoc","Humanas","sim",1,3175.8,0
"6297",6297,1.44,52.51,25.32,"F","3ºgrau","Biologicas","sim",1,1968.13,0
"6298",6298,1.56,57.39,23.58,"M","Doutorado","Biologicas","Não",0,3025.72,2
"6299",6299,1.43,52.03,25.44,"M","Doutorado","Exatas","sim",1,3663.75,2
"6300",6300,1.32,47.67,27.36,"M","Doutorado","Exatas","Não",0,2672.35,2
"6301",6301,1.46,53.28,25,"M","2ºGrau","Humanas","sim",1,3429.71,0
"6302",6302,1.55,56.94,23.7,"F","3ºgrau","Humanas","Não",0,3023.31,1
"6303",6303,1.52,55.61,24.07,"F","Doutorado","Exatas","sim",1,3148.35,1
"6304",6304,1.63,60.08,22.61,"F","Doutorado","Humanas","sim",1,3196.2,2
"6305",6305,1.57,57.82,23.46,"F","PósDoc","Humanas","Não",0,3058.1,0
"6306",6306,1.59,58.77,23.25,"M","PósDoc","Biologicas","Não",0,2833.24,0
"6307",6307,1.48,54.36,24.82,"F","2ºGrau","Biologicas","Não",0,3176.33,1
"6308",6308,1.52,55.73,24.12,"M","Doutorado","Exatas","Não",0,3316.12,2
"6309",6309,1.63,60.03,22.59,"F","2ºGrau","Exatas","Não",0,2874.48,0
"6310",6310,1.54,56.67,23.9,"M","PósDoc","Humanas","sim",1,3734.04,2
"6311",6311,1.62,59.76,22.77,"M","PósDoc","Humanas","sim",1,2437.93,2
"6312",6312,1.55,57.05,23.75,"F","Analfabeto","Humanas","sim",1,2497.05,2
"6313",6313,1.34,48.58,27.06,"M","Doutorado","Humanas","sim",1,2606.11,2
"6314",6314,1.5,54.82,24.36,"M","1ºGrau","Exatas","sim",1,3058.6,0
"6315",6315,1.37,49.87,26.57,"M","PósDoc","Humanas","sim",1,2825.96,2
"6316",6316,1.56,57.56,23.65,"M","Analfabeto","Biologicas","Não",0,3238.37,2
"6317",6317,1.35,49.16,26.97,"M","Analfabeto","Biologicas","Não",0,2785.54,2
"6318",6318,1.41,51.48,25.89,"F","Mestrado","Biologicas","Não",0,2848.24,2
"6319",6319,1.53,56.14,23.98,"F","3ºgrau","Exatas","Não",0,3217.18,2
"6320",6320,1.56,57.52,23.64,"M","Analfabeto","Humanas","Não",0,3108.26,2
"6321",6321,1.43,52.02,25.44,"M","Mestrado","Humanas","Não",0,2560.49,0
"6322",6322,1.43,52.15,25.5,"M","Mestrado","Biologicas","Não",0,1853.22,1
"6323",6323,1.43,52.27,25.56,"F","Doutorado","Biologicas","sim",1,3098.05,1
"6324",6324,1.48,54.09,24.69,"M","2ºGrau","Humanas","Não",0,3886.05,2
"6325",6325,1.54,56.79,23.95,"F","1ºGrau","Humanas","Não",0,3075.05,2
"6326",6326,1.5,54.99,24.44,"F","Analfabeto","Biologicas","Não",0,2450.85,2
"6327",6327,1.48,54.25,24.77,"F","2ºGrau","Exatas","Não",0,3137.23,0
"6328",6328,1.45,53.14,25.27,"M","PósDoc","Humanas","Não",0,3632.47,2
"6329",6329,1.57,57.67,23.4,"M","Analfabeto","Humanas","Não",0,2228.09,2
"6330",6330,1.58,58.13,23.29,"F","Mestrado","Biologicas","sim",1,2786.46,0
"6331",6331,1.62,59.72,22.76,"F","Doutorado","Humanas","sim",1,2746.13,2
"6332",6332,1.38,50.39,26.46,"M","3ºgrau","Biologicas","Não",0,2900.79,1
"6333",6333,1.5,54.94,24.42,"F","PósDoc","Exatas","sim",1,3132.7,0
"6334",6334,1.46,53.49,25.09,"F","Mestrado","Exatas","Não",0,2711.2,0
"6335",6335,1.43,52.39,25.62,"M","2ºGrau","Humanas","sim",1,3189.73,0
"6336",6336,1.43,52.35,25.6,"F","PósDoc","Humanas","Não",0,2547.21,0
"6337",6337,1.48,54.13,24.71,"F","2ºGrau","Biologicas","Não",0,2723.04,2
"6338",6338,1.61,59.28,22.87,"F","Doutorado","Biologicas","sim",1,2918.64,0
"6339",6339,1.5,54.97,24.43,"F","1ºGrau","Exatas","Não",0,3600.32,1
"6340",6340,1.66,61.25,22.23,"M","3ºgrau","Biologicas","sim",1,2987.56,1
"6341",6341,1.37,49.84,26.55,"F","Doutorado","Biologicas","Não",0,3218.21,1
"6342",6342,1.32,47.94,27.51,"F","Doutorado","Biologicas","Não",0,2561.67,0
"6343",6343,1.64,60.68,22.56,"F","2ºGrau","Exatas","Não",0,2338.27,0
"6344",6344,1.59,58.43,23.11,"M","Analfabeto","Exatas","Não",0,2923.01,1
"6345",6345,1.42,51.72,25.65,"M","2ºGrau","Exatas","Não",0,3187.73,1
"6346",6346,1.54,56.75,23.93,"M","Mestrado","Humanas","Não",0,2308.52,1
"6347",6347,1.47,53.93,24.96,"M","3ºgrau","Exatas","Não",0,3732.69,1
"6348",6348,1.36,49.35,26.68,"F","3ºgrau","Biologicas","Não",0,3194,1
"6349",6349,1.51,55.53,24.35,"M","Doutorado","Humanas","sim",1,3114.48,2
"6350",6350,1.7,62.91,21.77,"F","1ºGrau","Exatas","Não",0,3078.44,0
"6351",6351,1.53,56.32,24.06,"M","PósDoc","Exatas","Não",0,2832.29,0
"6352",6352,1.45,52.9,25.16,"F","3ºgrau","Exatas","Não",0,2811.02,1
"6353",6353,1.45,53.17,25.29,"M","PósDoc","Humanas","sim",1,3171.15,2
"6354",6354,1.49,54.77,24.67,"M","Analfabeto","Humanas","sim",1,3192.55,2
"6355",6355,1.55,57.13,23.78,"F","2ºGrau","Exatas","Não",0,2986.28,2
"6356",6356,1.49,54.62,24.6,"F","3ºgrau","Humanas","Não",0,2549.81,0
"6357",6357,1.28,46.08,28.12,"F","Mestrado","Biologicas","Não",0,3812,2
"6358",6358,1.2,43.16,29.97,"F","2ºGrau","Exatas","sim",1,2842.92,1
"6359",6359,1.52,55.8,24.15,"M","2ºGrau","Humanas","sim",1,2533.59,0
"6360",6360,1.42,51.76,25.67,"M","1ºGrau","Biologicas","sim",1,3302.06,1
"6361",6361,1.4,50.96,26,"F","Mestrado","Exatas","Não",0,2786.46,2
"6362",6362,1.48,54.06,24.68,"M","PósDoc","Exatas","sim",1,2356.01,2
"6363",6363,1.55,56.93,23.7,"F","1ºGrau","Humanas","sim",1,2694.08,1
"6364",6364,1.74,64.61,21.34,"F","Mestrado","Humanas","sim",1,2911.44,2
"6365",6365,1.44,52.41,25.27,"F","Doutorado","Exatas","Não",0,2644.91,1
"6366",6366,1.68,62.11,22.01,"M","Analfabeto","Humanas","Não",0,2913.25,0
"6367",6367,1.55,56.85,23.66,"M","1ºGrau","Humanas","sim",1,3127.13,0
"6368",6368,1.59,58.64,23.2,"M","Analfabeto","Exatas","Não",0,3121.58,2
"6369",6369,1.54,56.44,23.8,"M","Mestrado","Humanas","sim",1,3388.73,1
"6370",6370,1.49,54.71,24.64,"M","2ºGrau","Exatas","sim",1,2661.31,0
"6371",6371,1.48,54.09,24.69,"M","Mestrado","Exatas","Não",0,3212.15,0
"6372",6372,1.59,58.59,23.18,"F","2ºGrau","Exatas","sim",1,2797.08,0
"6373",6373,1.32,47.99,27.54,"M","Doutorado","Exatas","Não",0,3802.84,2
"6374",6374,1.65,60.99,22.4,"F","Mestrado","Exatas","Não",0,2505.41,0
"6375",6375,1.51,55.23,24.22,"M","1ºGrau","Biologicas","sim",1,2165.46,0
"6376",6376,1.45,53,25.21,"M","3ºgrau","Biologicas","Não",0,3212.84,1
"6377",6377,1.57,57.65,23.39,"M","Analfabeto","Humanas","sim",1,2630.86,1
"6378",6378,1.53,56.13,23.98,"M","PósDoc","Biologicas","Não",0,2824.74,0
"6379",6379,1.52,55.72,24.12,"M","1ºGrau","Exatas","sim",1,2407.9,0
"6380",6380,1.26,45.36,28.57,"M","Mestrado","Biologicas","Não",0,2822.73,2
"6381",6381,1.53,56.21,24.01,"M","2ºGrau","Biologicas","Não",0,2819.36,1
"6382",6382,1.61,59.35,22.9,"F","Analfabeto","Exatas","Não",0,3107.77,2
"6383",6383,1.39,50.59,26.18,"F","2ºGrau","Biologicas","Não",0,3035.75,0
"6384",6384,1.6,58.83,22.98,"M","PósDoc","Humanas","sim",1,3407.01,1
"6385",6385,1.53,56.09,23.96,"M","Mestrado","Biologicas","Não",0,3273.12,1
"6386",6386,1.48,54.31,24.79,"F","Analfabeto","Humanas","sim",1,2534.31,2
"6387",6387,1.44,52.72,25.42,"F","Doutorado","Humanas","sim",1,3089.77,2
"6388",6388,1.74,64.51,21.31,"F","3ºgrau","Humanas","sim",1,1879.24,2
"6389",6389,1.46,53.59,25.14,"F","Doutorado","Exatas","Não",0,2652.4,2
"6390",6390,1.46,53.32,25.01,"F","Doutorado","Exatas","Não",0,3220.31,1
"6391",6391,1.4,51.04,26.04,"M","2ºGrau","Biologicas","Não",0,2638.56,2
"6392",6392,1.5,54.93,24.41,"M","1ºGrau","Humanas","sim",1,3438.58,1
"6393",6393,1.6,59.11,23.09,"F","Analfabeto","Humanas","sim",1,2992.14,0
"6394",6394,1.52,55.99,24.23,"M","Doutorado","Biologicas","Não",0,3214.06,1
"6395",6395,1.37,49.97,26.62,"M","PósDoc","Exatas","Não",0,2883.49,1
"6396",6396,1.29,46.76,28.1,"F","Mestrado","Humanas","sim",1,3328.68,2
"6397",6397,1.47,54,24.99,"F","3ºgrau","Humanas","Não",0,3109.38,2
"6398",6398,1.55,57.13,23.78,"F","Doutorado","Exatas","Não",0,2979.19,2
"6399",6399,1.6,59.09,23.08,"M","PósDoc","Exatas","sim",1,3881.72,1
"6400",6400,1.48,54.34,24.81,"F","Doutorado","Biologicas","Não",0,3169.57,1
"6401",6401,1.54,56.78,23.94,"M","2ºGrau","Humanas","Não",0,2379.91,1
"6402",6402,1.6,58.9,23.01,"F","PósDoc","Exatas","Não",0,2911.74,0
"6403",6403,1.54,56.66,23.89,"F","PósDoc","Biologicas","sim",1,3012.55,2
"6404",6404,1.55,56.99,23.72,"F","2ºGrau","Exatas","sim",1,3371.39,2
"6405",6405,1.47,53.73,24.86,"F","3ºgrau","Exatas","Não",0,2982.55,1
"6406",6406,1.39,50.48,26.13,"M","PósDoc","Biologicas","sim",1,2401.35,2
"6407",6407,1.59,58.75,23.24,"M","1ºGrau","Humanas","Não",0,3988.47,2
"6408",6408,1.57,57.93,23.5,"F","3ºgrau","Exatas","sim",1,2162.21,2
"6409",6409,1.56,57.54,23.64,"F","2ºGrau","Humanas","Não",0,2663.73,2
"6410",6410,1.44,52.62,25.38,"F","Mestrado","Exatas","sim",1,3239.4,1
"6411",6411,1.45,52.93,25.17,"M","PósDoc","Exatas","Não",0,2536.24,1
"6412",6412,1.46,53.43,25.07,"M","Analfabeto","Exatas","Não",0,2757.1,1
"6413",6413,1.53,56.25,24.03,"F","PósDoc","Exatas","Não",0,2769.37,1
"6414",6414,1.67,61.7,22.12,"M","Mestrado","Humanas","sim",1,3629,1
"6415",6415,1.48,54.26,24.77,"M","3ºgrau","Exatas","Não",0,3233.71,2
"6416",6416,1.28,46.24,28.22,"M","3ºgrau","Exatas","Não",0,2253.21,0
"6417",6417,1.53,56.38,24.08,"F","Doutorado","Biologicas","sim",1,3247.98,0
"6418",6418,1.56,57.51,23.63,"M","Doutorado","Exatas","Não",0,2793.78,0
"6419",6419,1.32,47.86,27.47,"F","Mestrado","Biologicas","Não",0,3179.47,0
"6420",6420,1.5,54.83,24.37,"F","Analfabeto","Humanas","Não",0,3410.82,0
"6421",6421,1.55,56.97,23.71,"F","1ºGrau","Biologicas","Não",0,2302.35,0
"6422",6422,1.51,55.54,24.36,"F","1ºGrau","Biologicas","Não",0,2823.19,2
"6423",6423,1.28,46.3,28.26,"F","3ºgrau","Biologicas","sim",1,2675.57,1
"6424",6424,1.61,59.33,22.89,"F","2ºGrau","Biologicas","Não",0,3211.09,0
"6425",6425,1.5,54.87,24.39,"M","Mestrado","Exatas","sim",1,3045.3,2
"6426",6426,1.35,48.9,26.83,"F","Mestrado","Exatas","sim",1,3138.46,2
"6427",6427,1.5,54.89,24.4,"M","Doutorado","Biologicas","sim",1,2687.41,1
"6428",6428,1.48,54.2,24.74,"M","PósDoc","Humanas","Não",0,2637.48,1
"6429",6429,1.33,48.05,27.16,"F","1ºGrau","Exatas","Não",0,2710.08,2
"6430",6430,1.7,63,21.8,"M","2ºGrau","Biologicas","Não",0,3573.09,2
"6431",6431,1.48,54.1,24.7,"F","PósDoc","Humanas","sim",1,2385.89,1
"6432",6432,1.61,59.46,22.94,"F","2ºGrau","Humanas","Não",0,3239.79,0
"6433",6433,1.4,51.15,26.1,"F","1ºGrau","Exatas","sim",1,2830.06,0
"6434",6434,1.38,50.12,26.32,"F","Doutorado","Biologicas","sim",1,2921.89,1
"6435",6435,1.46,53.26,24.99,"F","Mestrado","Exatas","sim",1,2815.88,0
"6436",6436,1.51,55.41,24.3,"F","Mestrado","Exatas","Não",0,3048.17,0
"6437",6437,1.48,54.05,24.68,"M","1ºGrau","Humanas","sim",1,3375.85,0
"6438",6438,1.3,47.03,27.83,"M","1ºGrau","Biologicas","Não",0,3461.45,2
"6439",6439,1.4,50.93,25.98,"M","Analfabeto","Humanas","Não",0,3404.97,1
"6440",6440,1.57,57.82,23.46,"F","1ºGrau","Exatas","Não",0,4341.16,2
"6441",6441,1.44,52.53,25.33,"F","Analfabeto","Humanas","Não",0,2835.74,1
"6442",6442,1.45,53.1,25.26,"F","2ºGrau","Biologicas","sim",1,2905.62,1
"6443",6443,1.31,47.46,27.66,"F","3ºgrau","Humanas","Não",0,2503.09,1
"6444",6444,1.45,52.99,25.2,"M","Analfabeto","Biologicas","sim",1,2873.15,2
"6445",6445,1.36,49.48,26.75,"M","Mestrado","Exatas","sim",1,3634.24,2
"6446",6446,1.6,59.19,23.12,"M","2ºGrau","Humanas","sim",1,3515.4,2
"6447",6447,1.41,51.36,25.83,"M","3ºgrau","Humanas","Não",0,2141.89,2
"6448",6448,1.51,55.49,24.34,"F","Mestrado","Exatas","sim",1,3189.17,0
"6449",6449,1.57,57.8,23.45,"F","Mestrado","Humanas","Não",0,2932.32,2
"6450",6450,1.48,54.4,24.84,"M","3ºgrau","Biologicas","Não",0,2995.77,1
"6451",6451,1.43,52.39,25.62,"M","3ºgrau","Biologicas","Não",0,3671.36,1
"6452",6452,1.65,60.86,22.35,"M","3ºgrau","Biologicas","Não",0,3603.92,2
"6453",6453,1.47,53.87,24.93,"F","3ºgrau","Exatas","sim",1,3624.73,2
"6454",6454,1.47,53.61,24.81,"M","2ºGrau","Biologicas","sim",1,2972.59,1
"6455",6455,1.4,50.84,25.94,"M","PósDoc","Humanas","Não",0,3676.61,2
"6456",6456,1.44,52.63,25.38,"F","PósDoc","Exatas","Não",0,2859.12,1
"6457",6457,1.62,59.95,22.84,"F","3ºgrau","Humanas","Não",0,3387.9,0
"6458",6458,1.42,51.75,25.66,"F","Analfabeto","Humanas","Não",0,3230.61,1
"6459",6459,1.5,54.93,24.41,"F","Analfabeto","Humanas","Não",0,3295.64,0
"6460",6460,1.6,59.04,23.06,"F","1ºGrau","Biologicas","Não",0,3592.89,0
"6461",6461,1.56,57.54,23.64,"F","Doutorado","Humanas","Não",0,3131.84,0
"6462",6462,1.51,55.43,24.31,"M","Mestrado","Exatas","Não",0,3036.66,1
"6463",6463,1.6,58.93,23.02,"M","Doutorado","Exatas","Não",0,2676.11,0
"6464",6464,1.36,49.5,26.76,"F","2ºGrau","Exatas","sim",1,2951.87,2
"6465",6465,1.53,56.3,24.05,"M","3ºgrau","Humanas","Não",0,2513.43,1
"6466",6466,1.4,51.16,26.1,"M","Analfabeto","Biologicas","Não",0,3163.85,0
"6467",6467,1.39,50.53,26.15,"F","3ºgrau","Biologicas","Não",0,2756.04,0
"6468",6468,1.55,57.17,23.8,"F","1ºGrau","Exatas","Não",0,3546.97,1
"6469",6469,1.59,58.79,23.25,"M","Doutorado","Humanas","sim",1,2333.99,1
"6470",6470,1.54,56.56,23.85,"M","3ºgrau","Humanas","sim",1,3011.72,0
"6471",6471,1.48,54.3,24.79,"M","1ºGrau","Biologicas","Não",0,3019.2,0
"6472",6472,1.62,59.86,22.81,"M","Mestrado","Exatas","sim",1,3155.35,0
"6473",6473,1.48,54.36,24.82,"M","3ºgrau","Humanas","sim",1,3997.13,1
"6474",6474,1.53,56.36,24.08,"F","2ºGrau","Humanas","sim",1,3647,2
