idLeitura,tipoMaquina,descricao,valor,metrica,dataleitura,minimo,maximo
6020,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6021,IOT,"Core 1",9.60,%,2020-10-20,19,26
6022,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6023,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6024,IOT,"Core 2",21.90,%,2020-10-20,19,26
6025,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6026,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6027,IOT,"Core 3",6.30,%,2020-10-20,19,26
6028,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6029,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6030,IOT,"Core 4",0.00,%,2020-10-20,19,26
6031,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6032,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6033,IOT,"Core 5",6.30,%,2020-10-20,19,26
6034,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6035,IOT,"Core 6",44.00,°C,2020-10-20,19,26
6036,IOT,"Core 6",7.80,%,2020-10-20,19,26
6037,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6038,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6039,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6040,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6041,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6042,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6043,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6044,IOT,"Core 1",12.50,%,2020-10-20,19,26
6045,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6046,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6047,IOT,"Core 2",17.20,%,2020-10-20,19,26
6048,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6049,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6050,IOT,"Core 3",7.80,%,2020-10-20,19,26
6051,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6052,IOT,"Core 4",45.00,°C,2020-10-20,19,26
6053,IOT,"Core 4",7.80,%,2020-10-20,19,26
6054,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6055,IOT,"Core 5",43.00,°C,2020-10-20,19,26
6056,IOT,"Core 5",14.10,%,2020-10-20,19,26
6057,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6058,IOT,"Core 6",46.00,°C,2020-10-20,19,26
6059,IOT,"Core 6",7.80,%,2020-10-20,19,26
6060,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6061,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6062,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6063,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6064,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6065,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6066,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6067,IOT,"Core 1",13.00,%,2020-10-20,19,26
6068,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6069,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6070,IOT,"Core 2",23.40,%,2020-10-20,19,26
6071,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6072,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6073,IOT,"Core 3",10.90,%,2020-10-20,19,26
6074,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6075,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6076,IOT,"Core 4",9.40,%,2020-10-20,19,26
6077,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6078,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6079,IOT,"Core 5",9.40,%,2020-10-20,19,26
6080,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6081,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6082,IOT,"Core 6",4.70,%,2020-10-20,19,26
6083,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6084,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6085,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6086,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6087,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6088,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6089,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6090,IOT,"Core 1",11.20,%,2020-10-20,19,26
6091,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6092,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6093,IOT,"Core 2",20.30,%,2020-10-20,19,26
6094,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6095,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6096,IOT,"Core 3",3.10,%,2020-10-20,19,26
6097,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6098,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6099,IOT,"Core 4",3.10,%,2020-10-20,19,26
6100,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6101,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6102,IOT,"Core 5",14.10,%,2020-10-20,19,26
6103,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6104,IOT,"Core 6",44.00,°C,2020-10-20,19,26
6105,IOT,"Core 6",9.40,%,2020-10-20,19,26
6106,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6107,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6108,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6109,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6110,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6111,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6112,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6113,IOT,"Core 1",9.10,%,2020-10-20,19,26
6114,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6115,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6116,IOT,"Core 2",14.10,%,2020-10-20,19,26
6117,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6118,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6119,IOT,"Core 3",10.90,%,2020-10-20,19,26
6120,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6121,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6122,IOT,"Core 4",0.00,%,2020-10-20,19,26
6123,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6124,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6125,IOT,"Core 5",6.30,%,2020-10-20,19,26
6126,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6127,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6128,IOT,"Core 6",9.40,%,2020-10-20,19,26
6129,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6130,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6131,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6132,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6133,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6134,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6135,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6136,IOT,"Core 1",11.20,%,2020-10-20,19,26
6137,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6138,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6139,IOT,"Core 2",26.60,%,2020-10-20,19,26
6140,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6141,IOT,"Core 3",43.00,°C,2020-10-20,19,26
6142,IOT,"Core 3",3.10,%,2020-10-20,19,26
6143,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6144,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6145,IOT,"Core 4",4.70,%,2020-10-20,19,26
6146,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6147,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6148,IOT,"Core 5",14.10,%,2020-10-20,19,26
6149,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6150,IOT,"Core 6",47.00,°C,2020-10-20,19,26
6151,IOT,"Core 6",3.10,%,2020-10-20,19,26
6152,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6153,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6154,IOT,"Memoria livre GB",7.50,GB,2020-10-20,19,26
6155,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6156,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6157,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6158,IOT,"Core 1",49.00,°C,2020-10-20,19,26
6159,IOT,"Core 1",22.10,%,2020-10-20,19,26
6160,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6161,IOT,"Core 2",52.00,°C,2020-10-20,19,26
6162,IOT,"Core 2",31.30,%,2020-10-20,19,26
6163,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6164,IOT,"Core 3",47.00,°C,2020-10-20,19,26
6165,IOT,"Core 3",28.10,%,2020-10-20,19,26
6166,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6167,IOT,"Core 4",49.00,°C,2020-10-20,19,26
6168,IOT,"Core 4",17.20,%,2020-10-20,19,26
6169,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6170,IOT,"Core 5",48.00,°C,2020-10-20,19,26
6171,IOT,"Core 5",23.40,%,2020-10-20,19,26
6172,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6173,IOT,"Core 6",48.00,°C,2020-10-20,19,26
6174,IOT,"Core 6",12.50,%,2020-10-20,19,26
6175,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6176,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6177,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6178,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6179,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6180,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6181,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6182,IOT,"Core 1",15.40,%,2020-10-20,19,26
6183,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6184,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6185,IOT,"Core 2",23.40,%,2020-10-20,19,26
6186,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6187,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6188,IOT,"Core 3",15.60,%,2020-10-20,19,26
6189,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6190,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6191,IOT,"Core 4",10.90,%,2020-10-20,19,26
6192,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6193,IOT,"Core 5",43.00,°C,2020-10-20,19,26
6194,IOT,"Core 5",12.50,%,2020-10-20,19,26
6195,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6196,IOT,"Core 6",44.00,°C,2020-10-20,19,26
6197,IOT,"Core 6",9.40,%,2020-10-20,19,26
6198,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6199,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6200,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6201,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6202,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6203,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6204,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6205,IOT,"Core 1",14.80,%,2020-10-20,19,26
6206,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6207,IOT,"Core 2",45.00,°C,2020-10-20,19,26
6208,IOT,"Core 2",23.40,%,2020-10-20,19,26
6209,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6210,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6211,IOT,"Core 3",10.90,%,2020-10-20,19,26
6212,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6213,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6214,IOT,"Core 4",6.30,%,2020-10-20,19,26
6215,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6216,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6217,IOT,"Core 5",14.10,%,2020-10-20,19,26
6218,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6219,IOT,"Core 6",44.00,°C,2020-10-20,19,26
6220,IOT,"Core 6",14.10,%,2020-10-20,19,26
6221,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6222,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6223,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6224,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6225,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6226,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6227,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6228,IOT,"Core 1",7.80,%,2020-10-20,19,26
6229,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6230,IOT,"Core 2",56.00,°C,2020-10-20,19,26
6231,IOT,"Core 2",14.10,%,2020-10-20,19,26
6232,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6233,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6234,IOT,"Core 3",4.70,%,2020-10-20,19,26
6235,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6236,IOT,"Core 4",45.00,°C,2020-10-20,19,26
6237,IOT,"Core 4",1.60,%,2020-10-20,19,26
6238,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6239,IOT,"Core 5",44.00,°C,2020-10-20,19,26
6240,IOT,"Core 5",1.60,%,2020-10-20,19,26
6241,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6242,IOT,"Core 6",47.00,°C,2020-10-20,19,26
6243,IOT,"Core 6",3.10,%,2020-10-20,19,26
6244,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6245,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6246,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6247,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6248,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6249,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6250,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6251,IOT,"Core 1",21.80,%,2020-10-20,19,26
6252,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6253,IOT,"Core 2",47.00,°C,2020-10-20,19,26
6254,IOT,"Core 2",39.10,%,2020-10-20,19,26
6255,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6256,IOT,"Core 3",45.00,°C,2020-10-20,19,26
6257,IOT,"Core 3",18.80,%,2020-10-20,19,26
6258,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6259,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6260,IOT,"Core 4",15.60,%,2020-10-20,19,26
6261,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6262,IOT,"Core 5",44.00,°C,2020-10-20,19,26
6263,IOT,"Core 5",16.90,%,2020-10-20,19,26
6264,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6265,IOT,"Core 6",46.00,°C,2020-10-20,19,26
6266,IOT,"Core 6",18.80,%,2020-10-20,19,26
6267,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6268,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6269,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6270,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6271,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6272,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6273,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6274,IOT,"Core 1",14.10,%,2020-10-20,19,26
6275,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6276,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6277,IOT,"Core 2",23.40,%,2020-10-20,19,26
6278,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6279,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6280,IOT,"Core 3",10.90,%,2020-10-20,19,26
6281,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6282,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6283,IOT,"Core 4",9.40,%,2020-10-20,19,26
6284,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6285,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6286,IOT,"Core 5",12.50,%,2020-10-20,19,26
6287,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6288,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6289,IOT,"Core 6",14.10,%,2020-10-20,19,26
6290,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6291,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6292,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6293,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6294,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6295,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6296,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6297,IOT,"Core 1",9.60,%,2020-10-20,19,26
6298,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6299,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6300,IOT,"Core 2",17.20,%,2020-10-20,19,26
6301,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6302,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6303,IOT,"Core 3",4.70,%,2020-10-20,19,26
6304,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6305,IOT,"Core 4",45.00,°C,2020-10-20,19,26
6306,IOT,"Core 4",6.30,%,2020-10-20,19,26
6307,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6308,IOT,"Core 5",43.00,°C,2020-10-20,19,26
6309,IOT,"Core 5",7.80,%,2020-10-20,19,26
6310,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6311,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6312,IOT,"Core 6",9.40,%,2020-10-20,19,26
6313,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6314,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6315,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6316,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6317,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6318,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6319,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6320,IOT,"Core 1",18.80,%,2020-10-20,19,26
6321,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6322,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6323,IOT,"Core 2",25.00,%,2020-10-20,19,26
6324,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6325,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6326,IOT,"Core 3",18.80,%,2020-10-20,19,26
6327,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6328,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6329,IOT,"Core 4",10.90,%,2020-10-20,19,26
6330,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6331,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6332,IOT,"Core 5",18.80,%,2020-10-20,19,26
6333,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6334,IOT,"Core 6",48.00,°C,2020-10-20,19,26
6335,IOT,"Core 6",18.80,%,2020-10-20,19,26
6336,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6337,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6338,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6339,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6340,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6341,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6342,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6343,IOT,"Core 1",7.80,%,2020-10-20,19,26
6344,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6345,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6346,IOT,"Core 2",12.50,%,2020-10-20,19,26
6347,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6348,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6349,IOT,"Core 3",9.40,%,2020-10-20,19,26
6350,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6351,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6352,IOT,"Core 4",4.70,%,2020-10-20,19,26
6353,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6354,IOT,"Core 5",43.00,°C,2020-10-20,19,26
6355,IOT,"Core 5",3.10,%,2020-10-20,19,26
6356,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6357,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6358,IOT,"Core 6",4.70,%,2020-10-20,19,26
6359,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6360,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6361,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6362,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6363,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6364,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6365,IOT,"Core 1",48.00,°C,2020-10-20,19,26
6366,IOT,"Core 1",18.50,%,2020-10-20,19,26
6367,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6368,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6369,IOT,"Core 2",23.40,%,2020-10-20,19,26
6370,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6371,IOT,"Core 3",45.00,°C,2020-10-20,19,26
6372,IOT,"Core 3",20.30,%,2020-10-20,19,26
6373,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6374,IOT,"Core 4",45.00,°C,2020-10-20,19,26
6375,IOT,"Core 4",21.90,%,2020-10-20,19,26
6376,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6377,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6378,IOT,"Core 5",14.10,%,2020-10-20,19,26
6379,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6380,IOT,"Core 6",47.00,°C,2020-10-20,19,26
6381,IOT,"Core 6",9.40,%,2020-10-20,19,26
6382,IOT,"Memoria uso %",53.40,%,2020-10-20,19,26
6383,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6384,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6385,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6386,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6387,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6388,IOT,"Core 1",45.00,°C,2020-10-20,19,26
6389,IOT,"Core 1",6.50,%,2020-10-20,19,26
6390,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6391,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6392,IOT,"Core 2",10.90,%,2020-10-20,19,26
6393,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6394,IOT,"Core 3",44.00,°C,2020-10-20,19,26
6395,IOT,"Core 3",1.60,%,2020-10-20,19,26
6396,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6397,IOT,"Core 4",43.00,°C,2020-10-20,19,26
6398,IOT,"Core 4",4.70,%,2020-10-20,19,26
6399,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6400,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6401,IOT,"Core 5",10.90,%,2020-10-20,19,26
6402,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6403,IOT,"Core 6",45.00,°C,2020-10-20,19,26
6404,IOT,"Core 6",3.10,%,2020-10-20,19,26
6405,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6406,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6407,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6408,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6409,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6410,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6411,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6412,IOT,"Core 1",10.20,%,2020-10-20,19,26
6413,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6414,IOT,"Core 2",47.00,°C,2020-10-20,19,26
6415,IOT,"Core 2",18.80,%,2020-10-20,19,26
6416,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6417,IOT,"Core 3",45.00,°C,2020-10-20,19,26
6418,IOT,"Core 3",7.80,%,2020-10-20,19,26
6419,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6420,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6421,IOT,"Core 4",6.30,%,2020-10-20,19,26
6422,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6423,IOT,"Core 5",43.00,°C,2020-10-20,19,26
6424,IOT,"Core 5",12.50,%,2020-10-20,19,26
6425,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6426,IOT,"Core 6",46.00,°C,2020-10-20,19,26
6427,IOT,"Core 6",9.40,%,2020-10-20,19,26
6428,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6429,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6430,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6431,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6432,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6433,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6434,IOT,"Core 1",46.00,°C,2020-10-20,19,26
6435,IOT,"Core 1",9.10,%,2020-10-20,19,26
6436,IOT,"Core 2",3905.40,MHz,2020-10-20,19,26
6437,IOT,"Core 2",46.00,°C,2020-10-20,19,26
6438,IOT,"Core 2",14.10,%,2020-10-20,19,26
6439,IOT,"Core 3",3905.40,MHz,2020-10-20,19,26
6440,IOT,"Core 3",45.00,°C,2020-10-20,19,26
6441,IOT,"Core 3",6.30,%,2020-10-20,19,26
6442,IOT,"Core 4",3905.40,MHz,2020-10-20,19,26
6443,IOT,"Core 4",44.00,°C,2020-10-20,19,26
6444,IOT,"Core 4",3.10,%,2020-10-20,19,26
6445,IOT,"Core 5",3905.40,MHz,2020-10-20,19,26
6446,IOT,"Core 5",42.00,°C,2020-10-20,19,26
6447,IOT,"Core 5",4.70,%,2020-10-20,19,26
6448,IOT,"Core 6",3905.40,MHz,2020-10-20,19,26
6449,IOT,"Core 6",46.00,°C,2020-10-20,19,26
6450,IOT,"Core 6",7.80,%,2020-10-20,19,26
6451,IOT,"Memoria uso %",53.30,%,2020-10-20,19,26
6452,IOT,"Memoria uso GB",8.50,GB,2020-10-20,19,26
6453,IOT,"Memoria livre GB",7.40,GB,2020-10-20,19,26
6454,IOT,"Disco uso %",57.20,%,2020-10-20,19,26
6455,IOT,"Disco temperatura",33.00,°C,2020-10-20,19,26
6456,IOT,"Core 1",3905.40,MHz,2020-10-20,19,26
6457,IOT,"Core 1",45.00,°C,2020-10-20,19,26
